Series ID,Year,Period,Label,Value
LASST310000000000003,2020,M01,2020 Jan,2.9
LASST310000000000003,2020,M02,2020 Feb,3
LASST310000000000003,2020,M03,2020 Mar,3.1
LASST310000000000003,2020,M04,2020 Apr,7.4
LASST310000000000003,2020,M05,2020 May,5.4
LASST310000000000003,2020,M06,2020 Jun,6.6
LASST310000000000003,2020,M07,2020 Jul,4.4
LASST310000000000003,2020,M08,2020 Aug,4
LASST310000000000003,2020,M09,2020 Sep,3.8
LASST310000000000003,2020,M10,2020 Oct,3.6
LASST310000000000003,2020,M11,2020 Nov,3.4
LASST310000000000003,2020,M12,2020 Dec,3.4
LASST310000000000003,2021,M01,2021 Jan,3.2
LASST310000000000003,2021,M02,2021 Feb,3.1
LASST310000000000003,2021,M03,2021 Mar,2.9
LASST310000000000003,2021,M04,2021 Apr,2.8
LASST310000000000003,2021,M05,2021 May,2.6
LASST310000000000003,2021,M06,2021 Jun,2.5
LASST310000000000003,2021,M07,2021 Jul,2.3
LASST310000000000003,2021,M08,2021 Aug,2.2
LASST310000000000003,2021,M09,2021 Sep,2
LASST320000000000003,2020,M01,2020 Jan,3.7
LASST320000000000003,2020,M02,2020 Feb,3.7
LASST320000000000003,2020,M03,2020 Mar,6.4
LASST320000000000003,2020,M04,2020 Apr,29.5
LASST320000000000003,2020,M05,2020 May,24.5
LASST320000000000003,2020,M06,2020 Jun,15.4
LASST320000000000003,2020,M07,2020 Jul,16.6
LASST320000000000003,2020,M08,2020 Aug,14.5
LASST320000000000003,2020,M09,2020 Sep,13
LASST320000000000003,2020,M10,2020 Oct,12
LASST320000000000003,2020,M11,2020 Nov,8.7
LASST320000000000003,2020,M12,2020 Dec,8.2
LASST320000000000003,2021,M01,2021 Jan,8.5
LASST320000000000003,2021,M02,2021 Feb,8.4
LASST320000000000003,2021,M03,2021 Mar,8.1
LASST320000000000003,2021,M04,2021 Apr,8
LASST320000000000003,2021,M05,2021 May,7.8
LASST320000000000003,2021,M06,2021 Jun,7.8
LASST320000000000003,2021,M07,2021 Jul,7.7
LASST320000000000003,2021,M08,2021 Aug,7.7
LASST320000000000003,2021,M09,2021 Sep,7.5
LASST330000000000003,2020,M01,2020 Jan,2.6
LASST330000000000003,2020,M02,2020 Feb,2.6
LASST330000000000003,2020,M03,2020 Mar,2.7
LASST330000000000003,2020,M04,2020 Apr,16
LASST330000000000003,2020,M05,2020 May,13.4
LASST330000000000003,2020,M06,2020 Jun,10.3
LASST330000000000003,2020,M07,2020 Jul,8.1
LASST330000000000003,2020,M08,2020 Aug,6.6
LASST330000000000003,2020,M09,2020 Sep,5.5
LASST330000000000003,2020,M10,2020 Oct,4.7
LASST330000000000003,2020,M11,2020 Nov,4.2
LASST330000000000003,2020,M12,2020 Dec,3.8
LASST330000000000003,2021,M01,2021 Jan,3.6
LASST330000000000003,2021,M02,2021 Feb,3.3
LASST330000000000003,2021,M03,2021 Mar,3
LASST330000000000003,2021,M04,2021 Apr,2.8
LASST330000000000003,2021,M05,2021 May,2.9
LASST330000000000003,2021,M06,2021 Jun,2.9
LASST330000000000003,2021,M07,2021 Jul,2.9
LASST330000000000003,2021,M08,2021 Aug,3
LASST330000000000003,2021,M09,2021 Sep,2.9
LASST340000000000003,2020,M01,2020 Jan,3.7
LASST340000000000003,2020,M02,2020 Feb,3.7
LASST340000000000003,2020,M03,2020 Mar,3.8
LASST340000000000003,2020,M04,2020 Apr,16.6
LASST340000000000003,2020,M05,2020 May,16.5
LASST340000000000003,2020,M06,2020 Jun,16.3
LASST340000000000003,2020,M07,2020 Jul,13.1
LASST340000000000003,2020,M08,2020 Aug,11
LASST340000000000003,2020,M09,2020 Sep,7.8
LASST340000000000003,2020,M10,2020 Oct,7.7
LASST340000000000003,2020,M11,2020 Nov,10.2
LASST340000000000003,2020,M12,2020 Dec,7.7
LASST340000000000003,2021,M01,2021 Jan,7.8
LASST340000000000003,2021,M02,2021 Feb,7.8
LASST340000000000003,2021,M03,2021 Mar,7.6
LASST340000000000003,2021,M04,2021 Apr,7.5
LASST340000000000003,2021,M05,2021 May,7.2
LASST340000000000003,2021,M06,2021 Jun,7.2
LASST340000000000003,2021,M07,2021 Jul,7.3
LASST340000000000003,2021,M08,2021 Aug,7.2
LASST340000000000003,2021,M09,2021 Sep,7.1
LASST350000000000003,2020,M01,2020 Jan,5.1
LASST350000000000003,2020,M02,2020 Feb,5.3
LASST350000000000003,2020,M03,2020 Mar,5.4
LASST350000000000003,2020,M04,2020 Apr,10
LASST350000000000003,2020,M05,2020 May,10
LASST350000000000003,2020,M06,2020 Jun,9.8
LASST350000000000003,2020,M07,2020 Jul,12.5
LASST350000000000003,2020,M08,2020 Aug,9.3
LASST350000000000003,2020,M09,2020 Sep,8.6
LASST350000000000003,2020,M10,2020 Oct,8.5
LASST350000000000003,2020,M11,2020 Nov,8.5
LASST350000000000003,2020,M12,2020 Dec,8.6
LASST350000000000003,2021,M01,2021 Jan,8.7
LASST350000000000003,2021,M02,2021 Feb,8.3
LASST350000000000003,2021,M03,2021 Mar,8.3
LASST350000000000003,2021,M04,2021 Apr,8.1
LASST350000000000003,2021,M05,2021 May,7.9
LASST350000000000003,2021,M06,2021 Jun,7.9
LASST350000000000003,2021,M07,2021 Jul,7.6
LASST350000000000003,2021,M08,2021 Aug,7.2
LASST350000000000003,2021,M09,2021 Sep,6.9
LASST360000000000003,2020,M01,2020 Jan,3.8
LASST360000000000003,2020,M02,2020 Feb,3.9
LASST360000000000003,2020,M03,2020 Mar,3.9
LASST360000000000003,2020,M04,2020 Apr,16.2
LASST360000000000003,2020,M05,2020 May,15.7
LASST360000000000003,2020,M06,2020 Jun,15
LASST360000000000003,2020,M07,2020 Jul,14.7
LASST360000000000003,2020,M08,2020 Aug,11.7
LASST360000000000003,2020,M09,2020 Sep,10
LASST360000000000003,2020,M10,2020 Oct,8.7
LASST360000000000003,2020,M11,2020 Nov,8.7
LASST360000000000003,2020,M12,2020 Dec,8.7
LASST360000000000003,2021,M01,2021 Jan,8.8
LASST360000000000003,2021,M02,2021 Feb,8.9
LASST360000000000003,2021,M03,2021 Mar,8.4
LASST360000000000003,2021,M04,2021 Apr,8.2
LASST360000000000003,2021,M05,2021 May,7.8
LASST360000000000003,2021,M06,2021 Jun,7.7
LASST360000000000003,2021,M07,2021 Jul,7.6
LASST360000000000003,2021,M08,2021 Aug,7.4
LASST360000000000003,2021,M09,2021 Sep,7.1
LASST370000000000003,2020,M01,2020 Jan,3.5
LASST370000000000003,2020,M02,2020 Feb,3.6
LASST370000000000003,2020,M03,2020 Mar,3.9
LASST370000000000003,2020,M04,2020 Apr,13.5
LASST370000000000003,2020,M05,2020 May,13.5
LASST370000000000003,2020,M06,2020 Jun,8.8
LASST370000000000003,2020,M07,2020 Jul,8.8
LASST370000000000003,2020,M08,2020 Aug,6.8
LASST370000000000003,2020,M09,2020 Sep,7.3
LASST370000000000003,2020,M10,2020 Oct,6.8
LASST370000000000003,2020,M11,2020 Nov,6.4
LASST370000000000003,2020,M12,2020 Dec,6.1
LASST370000000000003,2021,M01,2021 Jan,5.9
LASST370000000000003,2021,M02,2021 Feb,5.7
LASST370000000000003,2021,M03,2021 Mar,5.2
LASST370000000000003,2021,M04,2021 Apr,5
LASST370000000000003,2021,M05,2021 May,4.8
LASST370000000000003,2021,M06,2021 Jun,4.6
LASST370000000000003,2021,M07,2021 Jul,4.4
LASST370000000000003,2021,M08,2021 Aug,4.3
LASST370000000000003,2021,M09,2021 Sep,4.2
LASST380000000000003,2020,M01,2020 Jan,2.2
LASST380000000000003,2020,M02,2020 Feb,2.3
LASST380000000000003,2020,M03,2020 Mar,2.3
LASST380000000000003,2020,M04,2020 Apr,8.7
LASST380000000000003,2020,M05,2020 May,8.7
LASST380000000000003,2020,M06,2020 Jun,6.2
LASST380000000000003,2020,M07,2020 Jul,6.2
LASST380000000000003,2020,M08,2020 Aug,6.1
LASST380000000000003,2020,M09,2020 Sep,4.7
LASST380000000000003,2020,M10,2020 Oct,4.7
LASST380000000000003,2020,M11,2020 Nov,4.7
LASST380000000000003,2020,M12,2020 Dec,4.7
LASST380000000000003,2021,M01,2021 Jan,4.5
LASST380000000000003,2021,M02,2021 Feb,4.8
LASST380000000000003,2021,M03,2021 Mar,4.4
LASST380000000000003,2021,M04,2021 Apr,4.2
LASST380000000000003,2021,M05,2021 May,4
LASST380000000000003,2021,M06,2021 Jun,4
LASST380000000000003,2021,M07,2021 Jul,3.9
LASST380000000000003,2021,M08,2021 Aug,3.6
LASST380000000000003,2021,M09,2021 Sep,3.5
LASST390000000000003,2020,M01,2020 Jan,4.5
LASST390000000000003,2020,M02,2020 Feb,4.7
LASST390000000000003,2020,M03,2020 Mar,4.9
LASST390000000000003,2020,M04,2020 Apr,16.4
LASST390000000000003,2020,M05,2020 May,14.9
LASST390000000000003,2020,M06,2020 Jun,10.3
LASST390000000000003,2020,M07,2020 Jul,9.3
LASST390000000000003,2020,M08,2020 Aug,9
LASST390000000000003,2020,M09,2020 Sep,7.4
LASST390000000000003,2020,M10,2020 Oct,5.6
LASST390000000000003,2020,M11,2020 Nov,5.6
LASST390000000000003,2020,M12,2020 Dec,5.6
LASST390000000000003,2021,M01,2021 Jan,5.3
LASST390000000000003,2021,M02,2021 Feb,5
LASST390000000000003,2021,M03,2021 Mar,4.7
LASST390000000000003,2021,M04,2021 Apr,4.7
LASST390000000000003,2021,M05,2021 May,5
LASST390000000000003,2021,M06,2021 Jun,5.2
LASST390000000000003,2021,M07,2021 Jul,5.4
LASST390000000000003,2021,M08,2021 Aug,5.4
LASST390000000000003,2021,M09,2021 Sep,5.4
LASST400000000000003,2020,M01,2020 Jan,3.1
LASST400000000000003,2020,M02,2020 Feb,3.1
LASST400000000000003,2020,M03,2020 Mar,3.2
LASST400000000000003,2020,M04,2020 Apr,13
LASST400000000000003,2020,M05,2020 May,9.5
LASST400000000000003,2020,M06,2020 Jun,8.2
LASST400000000000003,2020,M07,2020 Jul,7.2
LASST400000000000003,2020,M08,2020 Aug,6.3
LASST400000000000003,2020,M09,2020 Sep,5.7
LASST400000000000003,2020,M10,2020 Oct,5.2
LASST400000000000003,2020,M11,2020 Nov,4.8
LASST400000000000003,2020,M12,2020 Dec,4.5
LASST400000000000003,2021,M01,2021 Jan,4.4
LASST400000000000003,2021,M02,2021 Feb,4.4
LASST400000000000003,2021,M03,2021 Mar,4.3
LASST400000000000003,2021,M04,2021 Apr,4.1
LASST400000000000003,2021,M05,2021 May,3.9
LASST400000000000003,2021,M06,2021 Jun,3.7
LASST400000000000003,2021,M07,2021 Jul,3.5
LASST400000000000003,2021,M08,2021 Aug,3.3
LASST400000000000003,2021,M09,2021 Sep,3
LASST410000000000003,2020,M01,2020 Jan,3.4
LASST410000000000003,2020,M02,2020 Feb,3.5
LASST410000000000003,2020,M03,2020 Mar,3.6
LASST410000000000003,2020,M04,2020 Apr,13.2
LASST410000000000003,2020,M05,2020 May,11.7
LASST410000000000003,2020,M06,2020 Jun,10.3
LASST410000000000003,2020,M07,2020 Jul,9.6
LASST410000000000003,2020,M08,2020 Aug,8.4
LASST410000000000003,2020,M09,2020 Sep,7.5
LASST410000000000003,2020,M10,2020 Oct,7
LASST410000000000003,2020,M11,2020 Nov,6.6
LASST410000000000003,2020,M12,2020 Dec,6.3
LASST410000000000003,2021,M01,2021 Jan,6.2
LASST410000000000003,2021,M02,2021 Feb,6.1
LASST410000000000003,2021,M03,2021 Mar,6
LASST410000000000003,2021,M04,2021 Apr,5.9
LASST410000000000003,2021,M05,2021 May,5.8
LASST410000000000003,2021,M06,2021 Jun,5.6
LASST410000000000003,2021,M07,2021 Jul,5.2
LASST410000000000003,2021,M08,2021 Aug,5
LASST410000000000003,2021,M09,2021 Sep,4.7
LASST420000000000003,2020,M01,2020 Jan,4.8
LASST420000000000003,2020,M02,2020 Feb,5
LASST420000000000003,2020,M03,2020 Mar,5.1
LASST420000000000003,2020,M04,2020 Apr,16.2
LASST420000000000003,2020,M05,2020 May,13.5
LASST420000000000003,2020,M06,2020 Jun,13.3
LASST420000000000003,2020,M07,2020 Jul,13
LASST420000000000003,2020,M08,2020 Aug,10.2
LASST420000000000003,2020,M09,2020 Sep,7.1
LASST420000000000003,2020,M10,2020 Oct,7
LASST420000000000003,2020,M11,2020 Nov,7.1
LASST420000000000003,2020,M12,2020 Dec,7.1
LASST420000000000003,2021,M01,2021 Jan,7.3
LASST420000000000003,2021,M02,2021 Feb,7.4
LASST420000000000003,2021,M03,2021 Mar,7.3
LASST420000000000003,2021,M04,2021 Apr,7.1
LASST420000000000003,2021,M05,2021 May,7
LASST420000000000003,2021,M06,2021 Jun,6.9
LASST420000000000003,2021,M07,2021 Jul,6.5
LASST420000000000003,2021,M08,2021 Aug,6.4
LASST420000000000003,2021,M09,2021 Sep,6.2
LASST440000000000003,2020,M01,2020 Jan,3.8
LASST440000000000003,2020,M02,2020 Feb,4
LASST440000000000003,2020,M03,2020 Mar,4
LASST440000000000003,2020,M04,2020 Apr,17.4
LASST440000000000003,2020,M05,2020 May,12.9
LASST440000000000003,2020,M06,2020 Jun,10.9
LASST440000000000003,2020,M07,2020 Jul,14
LASST440000000000003,2020,M08,2020 Aug,12.6
LASST440000000000003,2020,M09,2020 Sep,10.9
LASST440000000000003,2020,M10,2020 Oct,7.3
LASST440000000000003,2020,M11,2020 Nov,7.9
LASST440000000000003,2020,M12,2020 Dec,7.9
LASST440000000000003,2021,M01,2021 Jan,7.2
LASST440000000000003,2021,M02,2021 Feb,7.3
LASST440000000000003,2021,M03,2021 Mar,7
LASST440000000000003,2021,M04,2021 Apr,6.3
LASST440000000000003,2021,M05,2021 May,6
LASST440000000000003,2021,M06,2021 Jun,5.9
LASST440000000000003,2021,M07,2021 Jul,5.7
LASST440000000000003,2021,M08,2021 Aug,5.8
LASST440000000000003,2021,M09,2021 Sep,5.2
LASST450000000000003,2020,M01,2020 Jan,2.6
LASST450000000000003,2020,M02,2020 Feb,2.8
LASST450000000000003,2020,M03,2020 Mar,3
LASST450000000000003,2020,M04,2020 Apr,11.5
LASST450000000000003,2020,M05,2020 May,11.5
LASST450000000000003,2020,M06,2020 Jun,7.7
LASST450000000000003,2020,M07,2020 Jul,7.6
LASST450000000000003,2020,M08,2020 Aug,5.4
LASST450000000000003,2020,M09,2020 Sep,5.4
LASST450000000000003,2020,M10,2020 Oct,5.4
LASST450000000000003,2020,M11,2020 Nov,5.6
LASST450000000000003,2020,M12,2020 Dec,5.6
LASST450000000000003,2021,M01,2021 Jan,5.3
LASST450000000000003,2021,M02,2021 Feb,5.2
LASST450000000000003,2021,M03,2021 Mar,5.1
LASST450000000000003,2021,M04,2021 Apr,5
LASST450000000000003,2021,M05,2021 May,4.6
LASST450000000000003,2021,M06,2021 Jun,4.5
LASST450000000000003,2021,M07,2021 Jul,4.3
LASST450000000000003,2021,M08,2021 Aug,4.2
LASST450000000000003,2021,M09,2021 Sep,4.1
LASST460000000000003,2020,M01,2020 Jan,2.9
LASST460000000000003,2020,M02,2020 Feb,2.9
LASST460000000000003,2020,M03,2020 Mar,2.9
LASST460000000000003,2020,M04,2020 Apr,9.2
LASST460000000000003,2020,M05,2020 May,7
LASST460000000000003,2020,M06,2020 Jun,6.1
LASST460000000000003,2020,M07,2020 Jul,5.4
LASST460000000000003,2020,M08,2020 Aug,4.7
LASST460000000000003,2020,M09,2020 Sep,4
LASST460000000000003,2020,M10,2020 Oct,3.7
LASST460000000000003,2020,M11,2020 Nov,3.6
LASST460000000000003,2020,M12,2020 Dec,3.3
LASST460000000000003,2021,M01,2021 Jan,3.1
LASST460000000000003,2021,M02,2021 Feb,3
LASST460000000000003,2021,M03,2021 Mar,2.9
LASST460000000000003,2021,M04,2021 Apr,2.8
LASST460000000000003,2021,M05,2021 May,2.8
LASST460000000000003,2021,M06,2021 Jun,2.9
LASST460000000000003,2021,M07,2021 Jul,2.9
LASST460000000000003,2021,M08,2021 Aug,2.9
LASST460000000000003,2021,M09,2021 Sep,2.9
LASST470000000000003,2020,M01,2020 Jan,3.7
LASST470000000000003,2020,M02,2020 Feb,3.9
LASST470000000000003,2020,M03,2020 Mar,4
LASST470000000000003,2020,M04,2020 Apr,15.8
LASST470000000000003,2020,M05,2020 May,9.6
LASST470000000000003,2020,M06,2020 Jun,9.3
LASST470000000000003,2020,M07,2020 Jul,8.9
LASST470000000000003,2020,M08,2020 Aug,8.1
LASST470000000000003,2020,M09,2020 Sep,7.9
LASST470000000000003,2020,M10,2020 Oct,7.8
LASST470000000000003,2020,M11,2020 Nov,5.6
LASST470000000000003,2020,M12,2020 Dec,5.6
LASST470000000000003,2021,M01,2021 Jan,5.1
LASST470000000000003,2021,M02,2021 Feb,4.9
LASST470000000000003,2021,M03,2021 Mar,5.1
LASST470000000000003,2021,M04,2021 Apr,5
LASST470000000000003,2021,M05,2021 May,5
LASST470000000000003,2021,M06,2021 Jun,4.9
LASST470000000000003,2021,M07,2021 Jul,4.7
LASST470000000000003,2021,M08,2021 Aug,4.6
LASST470000000000003,2021,M09,2021 Sep,4.4
LASST480000000000003,2020,M01,2020 Jan,3.6
LASST480000000000003,2020,M02,2020 Feb,3.7
LASST480000000000003,2020,M03,2020 Mar,4.9
LASST480000000000003,2020,M04,2020 Apr,12.9
LASST480000000000003,2020,M05,2020 May,11.6
LASST480000000000003,2020,M06,2020 Jun,10.2
LASST480000000000003,2020,M07,2020 Jul,9.3
LASST480000000000003,2020,M08,2020 Aug,6.9
LASST480000000000003,2020,M09,2020 Sep,7.9
LASST480000000000003,2020,M10,2020 Oct,7.3
LASST480000000000003,2020,M11,2020 Nov,7.2
LASST480000000000003,2020,M12,2020 Dec,6.9
LASST480000000000003,2021,M01,2021 Jan,6.8
LASST480000000000003,2021,M02,2021 Feb,6.9
LASST480000000000003,2021,M03,2021 Mar,6.9
LASST480000000000003,2021,M04,2021 Apr,6.7
LASST480000000000003,2021,M05,2021 May,6.6
LASST480000000000003,2021,M06,2021 Jun,6.5
LASST480000000000003,2021,M07,2021 Jul,6.2
LASST480000000000003,2021,M08,2021 Aug,5.9
LASST480000000000003,2021,M09,2021 Sep,5.6
LASST490000000000003,2020,M01,2020 Jan,2.4
LASST490000000000003,2020,M02,2020 Feb,2.5
LASST490000000000003,2020,M03,2020 Mar,2.5
LASST490000000000003,2020,M04,2020 Apr,10.1
LASST490000000000003,2020,M05,2020 May,7.6
LASST490000000000003,2020,M06,2020 Jun,6.3
LASST490000000000003,2020,M07,2020 Jul,5.4
LASST490000000000003,2020,M08,2020 Aug,4.8
LASST490000000000003,2020,M09,2020 Sep,4.2
LASST490000000000003,2020,M10,2020 Oct,3.8
LASST490000000000003,2020,M11,2020 Nov,3.5
LASST490000000000003,2020,M12,2020 Dec,3.3
LASST490000000000003,2021,M01,2021 Jan,3.1
LASST490000000000003,2021,M02,2021 Feb,3
LASST490000000000003,2021,M03,2021 Mar,2.9
LASST490000000000003,2021,M04,2021 Apr,2.8
LASST490000000000003,2021,M05,2021 May,2.7
LASST490000000000003,2021,M06,2021 Jun,2.7
LASST490000000000003,2021,M07,2021 Jul,2.6
LASST490000000000003,2021,M08,2021 Aug,2.5
LASST490000000000003,2021,M09,2021 Sep,2.4
LASST500000000000003,2020,M01,2020 Jan,2.5
LASST500000000000003,2020,M02,2020 Feb,2.5
LASST500000000000003,2020,M03,2020 Mar,2.6
LASST500000000000003,2020,M04,2020 Apr,14.8
LASST500000000000003,2020,M05,2020 May,9.3
LASST500000000000003,2020,M06,2020 Jun,7.7
LASST500000000000003,2020,M07,2020 Jul,6.4
LASST500000000000003,2020,M08,2020 Aug,5.4
LASST500000000000003,2020,M09,2020 Sep,4.6
LASST500000000000003,2020,M10,2020 Oct,4
LASST500000000000003,2020,M11,2020 Nov,3.7
LASST500000000000003,2020,M12,2020 Dec,3.5
LASST500000000000003,2021,M01,2021 Jan,3.2
LASST500000000000003,2021,M02,2021 Feb,3
LASST500000000000003,2021,M03,2021 Mar,2.9
LASST500000000000003,2021,M04,2021 Apr,2.9
LASST500000000000003,2021,M05,2021 May,3
LASST500000000000003,2021,M06,2021 Jun,3.1
LASST500000000000003,2021,M07,2021 Jul,3
LASST500000000000003,2021,M08,2021 Aug,3
LASST500000000000003,2021,M09,2021 Sep,2.9
LASST510000000000003,2020,M01,2020 Jan,2.5
LASST510000000000003,2020,M02,2020 Feb,2.5
LASST510000000000003,2020,M03,2020 Mar,2.6
LASST510000000000003,2020,M04,2020 Apr,11.3
LASST510000000000003,2020,M05,2020 May,8.5
LASST510000000000003,2020,M06,2020 Jun,8.8
LASST510000000000003,2020,M07,2020 Jul,7.9
LASST510000000000003,2020,M08,2020 Aug,7
LASST510000000000003,2020,M09,2020 Sep,6.6
LASST510000000000003,2020,M10,2020 Oct,6.1
LASST510000000000003,2020,M11,2020 Nov,5.8
LASST510000000000003,2020,M12,2020 Dec,5.6
LASST510000000000003,2021,M01,2021 Jan,5.3
LASST510000000000003,2021,M02,2021 Feb,5.2
LASST510000000000003,2021,M03,2021 Mar,5.1
LASST510000000000003,2021,M04,2021 Apr,4.7
LASST510000000000003,2021,M05,2021 May,4.5
LASST510000000000003,2021,M06,2021 Jun,4.3
LASST510000000000003,2021,M07,2021 Jul,4.2
LASST510000000000003,2021,M08,2021 Aug,4
LASST510000000000003,2021,M09,2021 Sep,3.8
LASST530000000000003,2020,M01,2020 Jan,4
LASST530000000000003,2020,M02,2020 Feb,4.1
LASST530000000000003,2020,M03,2020 Mar,5.3
LASST530000000000003,2020,M04,2020 Apr,16.3
LASST530000000000003,2020,M05,2020 May,12.5
LASST530000000000003,2020,M06,2020 Jun,10.8
LASST530000000000003,2020,M07,2020 Jul,10.8
LASST530000000000003,2020,M08,2020 Aug,9.1
LASST530000000000003,2020,M09,2020 Sep,8
LASST530000000000003,2020,M10,2020 Oct,7
LASST530000000000003,2020,M11,2020 Nov,6.7
LASST530000000000003,2020,M12,2020 Dec,6.3
LASST530000000000003,2021,M01,2021 Jan,6
LASST530000000000003,2021,M02,2021 Feb,5.6
LASST530000000000003,2021,M03,2021 Mar,5.5
LASST530000000000003,2021,M04,2021 Apr,5.4
LASST530000000000003,2021,M05,2021 May,5.2
LASST530000000000003,2021,M06,2021 Jun,5.2
LASST530000000000003,2021,M07,2021 Jul,5.1
LASST530000000000003,2021,M08,2021 Aug,5.1
LASST530000000000003,2021,M09,2021 Sep,4.9
LASST540000000000003,2020,M01,2020 Jan,5
LASST540000000000003,2020,M02,2020 Feb,5.1
LASST540000000000003,2020,M03,2020 Mar,5.3
LASST540000000000003,2020,M04,2020 Apr,15.6
LASST540000000000003,2020,M05,2020 May,11.9
LASST540000000000003,2020,M06,2020 Jun,10.5
LASST540000000000003,2020,M07,2020 Jul,9.4
LASST540000000000003,2020,M08,2020 Aug,8.5
LASST540000000000003,2020,M09,2020 Sep,7.9
LASST540000000000003,2020,M10,2020 Oct,7.4
LASST540000000000003,2020,M11,2020 Nov,7
LASST540000000000003,2020,M12,2020 Dec,6.7
LASST540000000000003,2021,M01,2021 Jan,6.5
LASST540000000000003,2021,M02,2021 Feb,6.2
LASST540000000000003,2021,M03,2021 Mar,5.9
LASST540000000000003,2021,M04,2021 Apr,5.8
LASST540000000000003,2021,M05,2021 May,5.5
LASST540000000000003,2021,M06,2021 Jun,5.3
LASST540000000000003,2021,M07,2021 Jul,5
LASST540000000000003,2021,M08,2021 Aug,4.8
LASST540000000000003,2021,M09,2021 Sep,4.6
LASST550000000000003,2020,M01,2020 Jan,3.3
LASST550000000000003,2020,M02,2020 Feb,3.3
LASST550000000000003,2020,M03,2020 Mar,3.2
LASST550000000000003,2020,M04,2020 Apr,14.8
LASST550000000000003,2020,M05,2020 May,10.4
LASST550000000000003,2020,M06,2020 Jun,8.6
LASST550000000000003,2020,M07,2020 Jul,7.2
LASST550000000000003,2020,M08,2020 Aug,6.1
LASST550000000000003,2020,M09,2020 Sep,5.2
LASST550000000000003,2020,M10,2020 Oct,4.8
LASST550000000000003,2020,M11,2020 Nov,4.4
LASST550000000000003,2020,M12,2020 Dec,4
LASST550000000000003,2021,M01,2021 Jan,3.8
LASST550000000000003,2021,M02,2021 Feb,3.8
LASST550000000000003,2021,M03,2021 Mar,3.8
LASST550000000000003,2021,M04,2021 Apr,3.9
LASST550000000000003,2021,M05,2021 May,3.9
LASST550000000000003,2021,M06,2021 Jun,3.9
LASST550000000000003,2021,M07,2021 Jul,3.9
LASST550000000000003,2021,M08,2021 Aug,3.9
LASST550000000000003,2021,M09,2021 Sep,3.9
LASST560000000000003,2020,M01,2020 Jan,4.4
LASST560000000000003,2020,M02,2020 Feb,4.8
LASST560000000000003,2020,M03,2020 Mar,5.1
LASST560000000000003,2020,M04,2020 Apr,5.5
LASST560000000000003,2020,M05,2020 May,8.5
LASST560000000000003,2020,M06,2020 Jun,7.4
LASST560000000000003,2020,M07,2020 Jul,6.8
LASST560000000000003,2020,M08,2020 Aug,6.2
LASST560000000000003,2020,M09,2020 Sep,5.7
LASST560000000000003,2020,M10,2020 Oct,5.4
LASST560000000000003,2020,M11,2020 Nov,5.3
LASST560000000000003,2020,M12,2020 Dec,5.2
LASST560000000000003,2021,M01,2021 Jan,5.1
LASST560000000000003,2021,M02,2021 Feb,5.3
LASST560000000000003,2021,M03,2021 Mar,5.3
LASST560000000000003,2021,M04,2021 Apr,5.4
LASST560000000000003,2021,M05,2021 May,5.4
LASST560000000000003,2021,M06,2021 Jun,5.4
LASST560000000000003,2021,M07,2021 Jul,5.2
LASST560000000000003,2021,M08,2021 Aug,4.9
LASST560000000000003,2021,M09,2021 Sep,4.5
